Time stamp,Paris Day text,Paris Day Type,Paris third,Location of photo,Coordinate,Instagram user,Instagram post,Instagram link,Instgram photo,,,,,,,,
"July 22, 2015 at 08:02PM",Wednesday,Weekday,8am - 4pm,South East,"https://maps.google.com/?q=48.8710098,2.2933199&z=19",reymondcomms,"Checked out the Peninsula Hotel, yippee! We had a champagne in the rooftop bar. It's as spectacular as expected! #Paris #hotels #design #peninsulahotelparis",https://instagram.com/p/5blam-t7oT/,https://scontent.cdninstagram.com/hphotos-xpa1/t51.2885-15/s640x640/e35/sh0.08/1741714_1003350169677880_1110970690_n.jpg,,,,,,,,
"July 22, 2015 at 09:44PM",Wednesday,Weekday,8am - 4pm,South East,"https://maps.google.com/?q=48.874495771,2.293809883&z=19",lina_louise,L'Arc de Triomphe ???? #Paris #larcdetriomphe #tourist #citytrip #beautiful #architecture #sightseeing #monument #picoftheday,https://instagram.com/p/5bxEmHQSxg/,https://scontent.cdninstagram.com/hphotos-xpa1/t51.2885-15/s640x640/e35/sh0.08/1741714_376989722491673_1515333619_n.jpg,,,,,,,,
"July 24, 2015 at 08:56AM",Thursday,Weekday,4pm - 12am,North West,"https://maps.google.com/?q=48.853816894,2.348229582&z=19",able.jin,,https://instagram.com/p/5firuFpgyv/,https://scontent.cdninstagram.com/hphotos-xpa1/t51.2885-15/s640x640/e35/sh0.08/924080_1601083340143386_1674157138_n.jpg,,,,,,,,
"July 22, 2015 at 08:56PM",Wednesday,Weekday,8am - 4pm,North East,"https://maps.google.com/?q=48.885461667,2.342925&z=19",janhendrikgrobbelaar88,Salvador dali at #espace #montmartre #paris,https://instagram.com/p/5brk52FKBX/,https://scontent.cdninstagram.com/hphotos-xpa1/t51.2885-15/s640x640/e35/sh0.08/924722_1651894658380600_1420240371_n.jpg,,,,,,,,
"July 23, 2015 at 06:53PM",Thursday,Weekday,8am - 4pm,South East,"https://maps.google.com/?q=48.875154881,2.293753893&z=19",eleanor_is_life,I was emotional but this make me laugh ???? #onedirection #5yearsofonedirection #harrystyles #zaynmalik #niallhoran #louistomlinson #liampayne #eleanorcalder #calderic #elounor ~B,https://instagram.com/p/5eCTRILlXN/,https://scontent.cdninstagram.com/hphotos-xpf1/t51.2885-15/e15/10362146_1652771044959391_147745069_n.jpg,,,,,,,,
"July 24, 2015 at 08:02AM",Thursday,Weekday,4pm - 12am,North West,"https://maps.google.com/?q=48.853198624,2.348825894&z=19",zubeyde_r,#grandorguenotredamedeparis #paris,https://instagram.com/p/5fcjYBiu7q/,https://scontent.cdninstagram.com/hphotos-xpf1/t51.2885-15/e15/10375613_993844097313847_1041625462_n.jpg,,,,,,,,
"July 23, 2015 at 05:27AM",Wednesday,Weekday,4pm - 12am,North East,"https://maps.google.com/?q=48.884607852,2.343457196&z=19",nejmeddineben,,https://instagram.com/p/5cmEehL8z8/,https://scontent.cdninstagram.com/hphotos-xpf1/t51.2885-15/e15/10932527_1173006959383498_1760150760_n.jpg,,,,,,,,
"July 23, 2015 at 12:14PM",Thursday,Weekday,12am - 8am,North West,"https://maps.google.com/?q=48.853816894,2.348229582&z=19",sashaanesa,#notredame #paris #france #beautiful #day #church #steeple #beautiful #travel #explore #tbt #clouds,https://instagram.com/p/5dUlYNrWnU/,https://scontent.cdninstagram.com/hphotos-xpf1/t51.2885-15/e15/1389251_1439217966405136_248041277_n.jpg,,,,,,,,
"July 22, 2015 at 08:50PM",Wednesday,Weekday,8am - 4pm,North West,"https://maps.google.com/?q=48.851753959,2.348365682&z=19",thomasishii,"While dinning, #MrYamashita, the master of vegetables, shared with us his vision of growing vegetables. The secret of creating beautiful things is not about ""what you should do"", but ""what you should NOT do"". #simplify #purify #respect #veggies #Yasai",https://instagram.com/p/5bq2BWzgnn/,https://scontent.cdninstagram.com/hphotos-xpf1/t51.2885-15/e15/1517189_1689547237941367_348647167_n.jpg,,,,,,,,
"July 22, 2015 at 10:35PM",Wednesday,Weekday,8am - 4pm,North East,"https://maps.google.com/?q=48.886694444,2.343&z=19",shotbymehdi,"The Basilica of the #SacreCoeur, #Paris, #France.
#architecture #church #b&w #love #montmartre",https://instagram.com/p/5b22FBAEaY/,https://scontent.cdninstagram.com/hphotos-xpf1/t51.2885-15/s640x640/e15/10608023_1640090562903863_781067908_n.jpg,,,,,,,,
"July 23, 2015 at 12:13AM",Wednesday,Weekday,8am - 4pm,North East,"https://maps.google.com/?q=48.873689,2.295028&z=19",ebmartinez,Arch de triumph,https://instagram.com/p/5cCFZYHW4n/,https://scontent.cdninstagram.com/hphotos-xpf1/t51.2885-15/s640x640/e15/891410_969534473110596_128816305_n.jpg,,,,,,,,
"July 23, 2015 at 03:29AM",Wednesday,Weekday,4pm - 12am,North West,"https://maps.google.com/?q=48.853816894,2.348229582&z=19",abdulelahm1,Notre-Dame Cathedral,https://instagram.com/p/5cYgKzhGr6/,https://scontent.cdninstagram.com/hphotos-xpf1/t51.2885-15/s640x640/e35/sh0.08/10261142_106642379683210_1376333188_n.jpg,,,,,,,,
"July 23, 2015 at 03:05AM",Wednesday,Weekday,4pm - 12am,North East,"https://maps.google.com/?q=48.873689,2.295028&z=19",leeeda_,????? ????? ??.,https://instagram.com/p/5cVuX-nvC_/,https://scontent.cdninstagram.com/hphotos-xpf1/t51.2885-15/s640x640/e35/sh0.08/10261162_1505062416451116_1363928706_n.jpg,,,,,,,,
"July 22, 2015 at 08:59PM",Wednesday,Weekday,8am - 4pm,North West,"https://maps.google.com/?q=48.853816894,2.348229582&z=19",fishtami,House of God #peace #silence #tami100happydays #day3,https://instagram.com/p/5br6dywN0b/,https://scontent.cdninstagram.com/hphotos-xpf1/t51.2885-15/s640x640/e35/sh0.08/10261274_1467299620233061_1338590463_n.jpg,,,,,,,,
"July 23, 2015 at 04:05PM",Thursday,Weekday,12am - 8am,North East,"https://maps.google.com/?q=48.8738,2.295&z=19",wanderinyogi,#arcdetriomphe #paris,https://instagram.com/p/5dvFl9DvB1/,https://scontent.cdninstagram.com/hphotos-xpf1/t51.2885-15/s640x640/e35/sh0.08/10261319_1601232913483731_2013838670_n.jpg,,,,,,,,
"July 23, 2015 at 02:19PM",Thursday,Weekday,12am - 8am,North West,"https://maps.google.com/?q=48.853816894,2.348229582&z=19",maryclairekinnas,when's the next flight back to Paris?,https://instagram.com/p/5di4M9nUjm/,https://scontent.cdninstagram.com/hphotos-xpf1/t51.2885-15/s640x640/e35/sh0.08/10296728_1673124222923171_2098716556_n.jpg,,,,,,,,
"July 23, 2015 at 10:46PM",Thursday,Weekday,8am - 4pm,North West,"https://maps.google.com/?q=48.853816894,2.348229582&z=19",jbusoni,"Yeah sir, you can't park here, you have to go around",https://instagram.com/p/5ec9Wrof1A/,https://scontent.cdninstagram.com/hphotos-xpf1/t51.2885-15/s640x640/e35/sh0.08/10296869_1598254870442230_1108911359_n.jpg,,,,,,,,
"July 22, 2015 at 10:13PM",Wednesday,Weekday,8am - 4pm,North West,"https://maps.google.com/?q=48.851711667,2.351613333&z=19",kenzi_treasure,#carouselapp,https://instagram.com/p/5b0YyLiAaA/,https://scontent.cdninstagram.com/hphotos-xpf1/t51.2885-15/s640x640/e35/sh0.08/10549646_1639832502929627_1206843010_n.jpg,,,,,,,,
"July 23, 2015 at 12:18PM",Thursday,Weekday,12am - 8am,North West,"https://maps.google.com/?q=48.853816894,2.348229582&z=19",quessapadilla,St. Michele Notre-Dame before my favorite district... ???? Les Halles #NotreDame #Paris #France #IleDeFrance #Chatlet #beautiful #ChatletLesHalles,https://instagram.com/p/5dVB_KExuh/,https://scontent.cdninstagram.com/hphotos-xpf1/t51.2885-15/s640x640/e35/sh0.08/10735175_138367223164429_216637579_n.jpg,,,,,,,,
"July 23, 2015 at 05:28AM",Wednesday,Weekday,4pm - 12am,North East,"https://maps.google.com/?q=48.873689,2.295028&z=19",bluenord,,https://instagram.com/p/5cmJjWLicT/,https://scontent.cdninstagram.com/hphotos-xpf1/t51.2885-15/s640x640/e35/sh0.08/10860035_881978405208776_167949420_n.jpg,,,,,,,,
"July 23, 2015 at 10:34AM",Thursday,Weekday,12am - 8am,North West,"https://maps.google.com/?q=48.852646667,2.352686667&z=19",thevintagepeach,Watched my little sister dance in front of Notre Dame de Paris this evening. Such a special moment. I've never known a person who lives their life more on fire for the Lord than her. She not only dances but lives her heart and soul out for Jesus. I'm inspired by @ivyelizabeth22 daily. #ibagoestoparis #paris #ywam #inspired #liveforjesus #danceforjesus #jesussaves #notredamedeparis,https://instagram.com/p/5dJHvLmpau/,https://scontent.cdninstagram.com/hphotos-xpf1/t51.2885-15/s640x640/e35/sh0.08/10932479_983810941670752_1519505455_n.jpg,,,,,,,,
"July 23, 2015 at 06:43PM",Thursday,Weekday,8am - 4pm,North East,"https://maps.google.com/?q=48.886694444,2.343&z=19",danuarbekov,,https://instagram.com/p/5eBFyUJSEC/,https://scontent.cdninstagram.com/hphotos-xpf1/t51.2885-15/s640x640/e35/sh0.08/10950412_1024722924206652_1289000058_n.jpg,,,,,,,,
"July 23, 2015 at 11:06AM",Thursday,Weekday,12am - 8am,North East,"https://maps.google.com/?q=48.886694444,2.343&z=19",nickybradley,Magical last night in Paris ?,https://instagram.com/p/5dMxZUBqFh/,https://scontent.cdninstagram.com/hphotos-xpf1/t51.2885-15/s640x640/e35/sh0.08/10954733_1470627193254335_156176151_n.jpg,,,,,,,,
"July 23, 2015 at 08:42AM",Wednesday,Weekday,4pm - 12am,North East,"https://maps.google.com/?q=48.875707972,2.296699046&z=19",andrea_endo21,#ArcDeThriomphe,https://instagram.com/p/5c8WnPEM7g/,https://scontent.cdninstagram.com/hphotos-xpf1/t51.2885-15/s640x640/e35/sh0.08/11201633_1468241543494785_1600866564_n.jpg,,,,,,,,
"July 23, 2015 at 09:16AM",Wednesday,Weekday,4pm - 12am,South East,"https://maps.google.com/?q=48.874413333,2.293758333&z=19",jjzj0,#??? #?? #France #Paris #??? #Triumphalarch #?? #?????? #?? #Europe ????? ???..??,https://instagram.com/p/5dAMaToO7O/,https://scontent.cdninstagram.com/hphotos-xpf1/t51.2885-15/s640x640/e35/sh0.08/11208542_1000624366638674_1892310750_n.jpg,,,,,,,,
"July 22, 2015 at 10:51PM",Wednesday,Weekday,8am - 4pm,North West,"https://maps.google.com/?q=48.8527107,2.35202&z=19",successcoach_irmelilassila,,https://instagram.com/p/5b4uf2qKmX/,https://scontent.cdninstagram.com/hphotos-xpf1/t51.2885-15/s640x640/e35/sh0.08/1169147_875797982501186_207471420_n.jpg,,,,,,,,
"July 23, 2015 at 08:04PM",Thursday,Weekday,8am - 4pm,North East,"https://maps.google.com/?q=48.8882385,2.3451832&z=19",nnoorxo,Goodmorning from Paris ????,https://instagram.com/p/5eKWK5MkA6/,https://scontent.cdninstagram.com/hphotos-xpf1/t51.2885-15/s640x640/e35/sh0.08/1389335_1585808248346116_1417336849_n.jpg,,,,,,,,
"July 23, 2015 at 08:48AM",Wednesday,Weekday,4pm - 12am,North West,"https://maps.google.com/?q=48.853816894,2.348229582&z=19",gaellekibis_model,Sisters?????#Paris,https://instagram.com/p/5c8-l8vrtv/,https://scontent.cdninstagram.com/hphotos-xpf1/t51.2885-15/s640x640/e35/sh0.08/914765_1677558902473885_367051546_n.jpg,,,,,,,,
"July 24, 2015 at 07:29AM",Thursday,Weekday,4pm - 12am,North East,"https://maps.google.com/?q=48.886944444,2.341111111&z=19",kashul9,??????????? ??,https://instagram.com/p/5fY1tPxJE8/,https://scontent.cdninstagram.com/hphotos-xpf1/t51.2885-15/s640x640/e35/sh0.08/914777_1664058147147502_1514520728_n.jpg,,,,,,,,
"July 24, 2015 at 09:52AM",Thursday,Weekday,4pm - 12am,North East,"https://maps.google.com/?q=48.873797,2.294952&z=19",aliya_yegeubayeva,Flashback #tbt #throwback,https://instagram.com/p/5fpMUjkRm1/,https://scontent.cdninstagram.com/hphotos-xpt1/t51.2885-15/e15/10899041_1476638032647628_1918269878_n.jpg,,,,,,,,
"July 22, 2015 at 08:55PM",Wednesday,Weekday,8am - 4pm,North East,"https://maps.google.com/?q=48.886694444,2.343&z=19",isdrums,Sacr?cœur!,https://instagram.com/p/5brZBlM_NJ/,https://scontent.cdninstagram.com/hphotos-xpt1/t51.2885-15/s640x640/e35/sh0.08/11202998_110912539253993_1960885634_n.jpg,,,,,,,,
"July 22, 2015 at 10:30PM",Wednesday,Weekday,8am - 4pm,North East,"https://maps.google.com/?q=48.884807,2.343299&z=19",forte050789,???,https://instagram.com/p/5b2TVKTNRa/,https://scontent.cdninstagram.com/hphotos-xta1/t51.2885-15/e15/11192824_523525937801456_1305857391_n.jpg,,,,,,,,
"July 24, 2015 at 06:18AM",Thursday,Weekday,4pm - 12am,South East,"https://maps.google.com/?q=48.874495771,2.293809883&z=19",felixamaya.b,,https://instagram.com/p/5fQm2Bwk-f/,https://scontent.cdninstagram.com/hphotos-xta1/t51.2885-15/s640x640/e15/11176572_1466285700338558_1758568039_n.jpg,,,,,,,,
"July 23, 2015 at 05:55PM",Thursday,Weekday,12am - 8am,North East,"https://maps.google.com/?q=48.886944444,2.341111111&z=19",deladela_,"??
#Starbucks in #Montmartre
.
#paris #?? #???? #???? #???????? #icedamericano #?? #coffee #??? #?? #?????? #europe #summer #travel #travelgram",https://instagram.com/p/5d7nnaKyAO/,https://scontent.cdninstagram.com/hphotos-xta1/t51.2885-15/s640x640/e15/924676_1694151127479596_368931365_n.jpg,,,,,,,,
"July 23, 2015 at 09:24AM",Wednesday,Weekday,4pm - 12am,North West,"https://maps.google.com/?q=48.853551201,2.347933831&z=19",market_halounkova,"With a beautiful #NotreDame behind me ????
#exploringParis #NotreDame #cathedral #gothicarchitecture #familytrip #lovelyday #France #holiday #summer #2k15 #vsco",https://instagram.com/p/5dBMcLNnnm/,https://scontent.cdninstagram.com/hphotos-xta1/t51.2885-15/s640x640/e35/sh0.08/10899106_817092931720147_924658719_n.jpg,,,,,,,,
"July 23, 2015 at 10:50AM",Thursday,Weekday,12am - 8am,North West,"https://maps.google.com/?q=48.853108333,2.348861667&z=19",heaton5747,Notre Dame,https://instagram.com/p/5dK_ThPuaf/,https://scontent.cdninstagram.com/hphotos-xtf1/t51.2885-15/e15/11192791_1453308548310208_312864987_n.jpg,,,,,,,,
"July 24, 2015 at 12:04PM",Friday,Weekday,12am - 8am,North East,"https://maps.google.com/?q=48.886694444,2.343&z=19",zhibek888,,https://instagram.com/p/5f4NNAnWQx/,https://scontent.cdninstagram.com/hphotos-xtf1/t51.2885-15/s640x640/e35/sh0.08/11189962_681751865289685_138266948_n.jpg,,,,,,,,
"July 24, 2015 at 11:48AM",Friday,Weekday,12am - 8am,South East,"https://maps.google.com/?q=48.874495771,2.293809883&z=19",lsanders15,Got lost on the way to Hermès and stumbled across this thing....,https://instagram.com/p/5f2YzCo1n5/,https://scontent.cdninstagram.com/hphotos-xtp1/t51.2885-15/e15/10369447_503472089816971_709142069_n.jpg,,,,,,,,
"July 23, 2015 at 11:54AM",Thursday,Weekday,12am - 8am,South East,"https://maps.google.com/?q=48.8710098,2.2933199&z=19",en.try,"That kind of architecture: when modern meets traditional-old parisian monument. 
The Peninsula, Paris. ??
#Peninsula #Paris #ParisianLife #Beautiful #Architecture #modern #urban #old #monument #instadaily #TagsForLikes #picoftheday #Tags4Likes #instamood #instagood #luxe #drink #hotel #caf?#France #amazing #art #geometric #sky #original #famous #awesome #flowers #frenchy",https://instagram.com/p/5dSXonMxt2/,https://scontent.cdninstagram.com/hphotos-xtp1/t51.2885-15/s640x640/e35/sh0.08/10369361_1011670448863878_226129216_n.jpg,,,,,,,,
"July 22, 2015 at 10:10AM",Wednesday,Weekday,12am - 8am,North East,"https://maps.google.com/?q=48.8882385,2.3451832&z=19",adedhds,Goodnight Paris ?????? #Paris #Montmartre #trip #travelling #longwe #favoriteplace #sacrecoeur #view #fromwhereistand #summer #goodnight,https://instagram.com/p/5ahnRvgTJ9/,"https://scontent.cdninstagram.com/hphotos-xtp1/t51.2885-15/s640x640/e35/sh0.08/10369447_120508141622797_2141191010_n.jpg""",,,,,,,,
"July 23, 2015 at 07:45PM",Thursday,Weekday,8am - 4pm,North East,"https://maps.google.com/?q=48.886944444,2.341111111&z=19",miss_nairagishian,Lovely Day ?? #paris #picnic #sacrecoeur,https://instagram.com/p/5eIMNKLhMb/,https://scontent.cdninstagram.com/hphotos-xtp1/t51.2885-15/s640x640/e35/sh0.08/10467885_827630787314828_249253357_n.jpg,,,,,,,,
"July 16, 2015 at 06:00AM",Wednesday,Weekday,4pm - 12am,South West,"https://maps.google.com/?q=48.794993965,1.602615721&z=18",constancecuny,DoudouZer ??12y ?? @franquet_52,https://instagram.com/p/5KoLidgPm4/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11380287_1482131985413499_165968098_n.jpg,,,,,,,,
"August 13, 2015 at 11:44AM",Thursday,Weekday,12am - 8am,South West,"https://maps.google.com/?q=48.83746,2.24293&z=18",rizhaya1987,"?? ???????? ??????? ??? ??????? ? ?????? ???? ???????????... ?????? ???, ????? ?? ????, ????????? ?? ????????... ??????? ?????? ??????? ?? ????? ??????",https://instagram.com/p/6TV6UXJy7X/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11280538_1022460944432780_471087112_n.jpg,,,,,,,,
"August 19, 2015 at 06:04AM",Tuesday,Weekday,4pm - 12am,South West,"https://maps.google.com/?q=48.83746,2.24293&z=18",davidemetereopaticoborsari,#tower#eiffel#estate#duemilaquindici#sunset#paris#top#europe#capital#leviamociqualchesfizio#,https://instagram.com/p/6iLx5Rky--/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11850295_1660974307450716_1692477002_n.jpg,,,,,,,,
"July 18, 2015 at 07:41PM",Saturday,Weekend,8am - 4pm,South West,"https://maps.google.com/?q=48.85511,2.25779&z=18",7lea_martin5,Métro Parisien ???? #vacances #paris,https://instagram.com/p/5RPy1BA49R/,https://scontent.cdninstagram.com/hphotos-xap1/t51.2885-15/s640x640/e35/sh0.08/1538559_1452331195070724_706370884_n.jpg,,,,,,,,
"August 05, 2015 at 03:54PM",Wednesday,Weekday,12am - 8am,South East,"https://maps.google.com/?q=48.862475,2.282225&z=18",danialeman4,One day ????,https://instagram.com/p/5_MFr0KEy0/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11267049_392579407618358_1975561930_n.jpg,,,,,,,,
"August 17, 2015 at 03:41PM",Monday,Weekday,12am - 8am,South East,"https://maps.google.com/?q=48.863301,2.287061&z=18",nonchalantage,I was the realist! ??????,https://instagram.com/p/6eEMuJMXG2/,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/s640x640/sh0.08/e35/11821859_1626972630891759_1398113593_n.jpg,,,,,,,,
"August 18, 2015 at 03:37PM",Tuesday,Weekday,12am - 8am,South East,"https://maps.google.com/?q=48.862063575,2.288845708&z=18",tamagochan223,"?????!!?????
30??????????????????????????
??????????????????????????????????",https://instagram.com/p/6gogniB1qp/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11373921_132190030456809_2091745410_n.jpg,,,,,,,,
"July 18, 2015 at 03:42AM",Friday,Weekday,4pm - 12am,South East,"https://maps.google.com/?q=48.862163333,2.288846667&z=18",mirko_camma,#toureiffel #paris #france #art ##amazing #awesome #beautiful #20likes #chic #city #capture #follow #followme #follow4follow #instabeauty #instagallery #like #like4me #nice #pics #photo #photooftheday #trip #travel #all_shots #like4like,https://instagram.com/p/5PiENWmrNG/,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/1527508_1463832467267500_1349538163_n.jpg,,,,,,,,
"July 24, 2015 at 12:11AM",Thursday,Weekday,8am - 4pm,South West,"https://maps.google.com/?q=48.854698165,2.288858306&z=18",dalatlapdong,,https://instagram.com/p/5empYhrSxm/,https://scontent.cdninstagram.com/hphotos-xfp1/t51.2885-15/s640x640/e35/sh0.08/914755_462203227284688_1943017225_n.jpg,,,,,,,,
"August 08, 2015 at 03:18AM",Friday,Weekday,4pm - 12am,South West,"https://maps.google.com/?q=48.8540306,2.2888601&z=18",mirzsyafiq,?? ?? // Day 9 #eiffel #paris #vscocam #Eurowithfam,https://instagram.com/p/6Fj9qkzgHY/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11375143_748536635257695_1437486106_n.jpg,,,,,,,,
"August 06, 2015 at 03:10AM",Wednesday,Weekday,4pm - 12am,South West,"https://maps.google.com/?q=48.854385833,2.288871389&z=18",jiyoon.13,??? ???? #?? #paris #??,https://instagram.com/p/6AZdtHJrcd/,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/s640x640/sh0.08/e35/11333396_1679434638934856_662948348_n.jpg,,,,,,,,
"August 06, 2015 at 03:14AM",Wednesday,Weekday,4pm - 12am,South West,"https://maps.google.com/?q=48.854385833,2.288871389&z=18",jiyoon.13,? ? ???? ??????~ ????~ #?? #paris #??,https://instagram.com/p/6AZ6WBprc-/,https://scontent.cdninstagram.com/hphotos-xpa1/t51.2885-15/s640x640/sh0.08/e35/11202616_1469782966679770_29853413_n.jpg,,,,,,,,
"August 10, 2015 at 10:32AM",Monday,Weekday,12am - 8am,South East,"https://maps.google.com/?q=48.861361667,2.288888333&z=18",vsorianoip,Tour Eiffel #Paris,https://instagram.com/p/6LfMt6l_Kd/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11820522_439152412931186_2096999105_n.jpg,,,,,,,,
"July 23, 2015 at 03:55AM",Wednesday,Weekday,4pm - 12am,South West,"https://maps.google.com/?q=48.856666667,2.288888889&z=18",klimova.julia94,,https://instagram.com/p/5cbciuLqGr/,https://scontent.cdninstagram.com/hphotos-xaf1/l/t51.2885-15/s640x640/e35/sh0.08/11325661_1647095998865402_457841468_n.jpg,,,,,,,,
