Time stamp,Paris Day text,Paris Day Type,Paris third,Instagram user,Instgram photo
"August 02, 2015 at 11:18AM",Sunday,Weekend,12am - 8am,kelllyyannn,hi
"August 02, 2015 at 11:18AM",Sunday,Weekend,12am - 8am,maaarktee,hi
"August 02, 2015 at 11:19AM",Sunday,Weekend,12am - 8am,hyunmi_102,hi
"August 02, 2015 at 11:21AM",Sunday,Weekend,12am - 8am,shanehega,hi
"August 02, 2015 at 11:21AM",Sunday,Weekend,12am - 8am,maaarktee,hi
"August 02, 2015 at 11:22AM",Sunday,Weekend,12am - 8am,_.chowww._,hi
"August 02, 2015 at 12:15PM",Sunday,Weekend,12am - 8am,guizulin,hi
"August 02, 2015 at 12:50PM",Sunday,Weekend,12am - 8am,merveoztepe,hi
"August 02, 2015 at 12:55PM",Sunday,Weekend,12am - 8am,ktmcm89,hi
"August 02, 2015 at 01:03PM",Sunday,Weekend,12am - 8am,katkomarnicki,hi
"August 02, 2015 at 01:03PM",Sunday,Weekend,12am - 8am,noseupintheair,hi
"August 02, 2015 at 01:03PM",Sunday,Weekend,12am - 8am,samuelenriquezs_,hi
"August 02, 2015 at 01:19PM",Sunday,Weekend,12am - 8am,daryll_marie,hi
"August 02, 2015 at 01:22PM",Sunday,Weekend,12am - 8am,sergioluribeh,hi
"August 02, 2015 at 01:23PM",Sunday,Weekend,12am - 8am,dccxxix,hi
"August 02, 2015 at 01:26PM",Sunday,Weekend,12am - 8am,rashidamaria,hi
"August 02, 2015 at 01:44PM",Sunday,Weekend,12am - 8am,alexzalan,hi
"August 02, 2015 at 01:55PM",Sunday,Weekend,12am - 8am,_9s9,hi
"August 02, 2015 at 01:58PM",Sunday,Weekend,12am - 8am,felipractico,hi
"August 02, 2015 at 01:59PM",Sunday,Weekend,12am - 8am,keulfortes,hi
"August 02, 2015 at 02:30PM",Sunday,Weekend,12am - 8am,iosonokazucchini,hi
"August 02, 2015 at 02:31PM",Sunday,Weekend,12am - 8am,beccaboosunoo,hi
"August 02, 2015 at 02:33PM",Sunday,Weekend,12am - 8am,ravirricardo,hi
"August 02, 2015 at 02:34PM",Sunday,Weekend,12am - 8am,scarlet.maciel,hi
"August 02, 2015 at 02:34PM",Sunday,Weekend,12am - 8am,keulfortes,hi
"August 02, 2015 at 02:48PM",Sunday,Weekend,12am - 8am,marzipan_mochi,hi
"August 02, 2015 at 02:49PM",Sunday,Weekend,12am - 8am,tatianna.pl,hi
"August 02, 2015 at 02:55PM",Sunday,Weekend,12am - 8am,chiyan716,hi
"August 02, 2015 at 02:58PM",Sunday,Weekend,12am - 8am,ravirricardo,hi
"August 02, 2015 at 03:01PM",Sunday,Weekend,12am - 8am,jerryylluu,hi
"August 02, 2015 at 03:22PM",Sunday,Weekend,12am - 8am,elia_shitrit,hi
"August 02, 2015 at 03:32PM",Sunday,Weekend,12am - 8am,jenniewongg,hi
"August 02, 2015 at 03:33PM",Sunday,Weekend,12am - 8am,ashleypweston,hi
"August 02, 2015 at 03:38PM",Sunday,Weekend,12am - 8am,meganzeller,hi
"August 02, 2015 at 03:41PM",Sunday,Weekend,12am - 8am,joshuaestrin,hi
"August 02, 2015 at 04:00PM",Sunday,Weekend,12am - 8am,renvil87,hi
"August 02, 2015 at 04:00PM",Sunday,Weekend,12am - 8am,niranjan_the_enginerd,hi
"August 02, 2015 at 04:00PM",Sunday,Weekend,12am - 8am,vancityfoodster,hi
"August 02, 2015 at 04:03PM",Sunday,Weekend,12am - 8am,yuni_l,hi
"August 02, 2015 at 04:08PM",Sunday,Weekend,12am - 8am,whynotnico,hi
"August 02, 2015 at 04:18PM",Sunday,Weekend,12am - 8am,helloluara,hi
"August 02, 2015 at 04:24PM",Sunday,Weekend,12am - 8am,ray.cursino,hi
"August 02, 2015 at 04:51PM",Sunday,Weekend,12am - 8am,bayyan_10,hi
"August 02, 2015 at 05:00PM",Sunday,Weekend,12am - 8am,nikoo_75,hi
"August 02, 2015 at 05:01PM",Sunday,Weekend,12am - 8am,khamachek,hi
"August 02, 2015 at 05:07PM",Sunday,Weekend,12am - 8am,manya__ya,hi
"August 02, 2015 at 05:12PM",Sunday,Weekend,12am - 8am,nusiainluv,hi
"August 02, 2015 at 05:15PM",Sunday,Weekend,12am - 8am,annaulyashyna,hi
"August 02, 2015 at 05:22PM",Sunday,Weekend,12am - 8am,sherylchoo,hi
"August 02, 2015 at 05:23PM",Sunday,Weekend,12am - 8am,vee.dee.ess,hi
"August 02, 2015 at 05:23PM",Sunday,Weekend,12am - 8am,igslv,hi
"August 02, 2015 at 05:27PM",Sunday,Weekend,12am - 8am,before_sj,hi
"August 02, 2015 at 05:27PM",Sunday,Weekend,12am - 8am,studiosenses,hi
"August 02, 2015 at 06:15PM",Sunday,Weekend,8am - 4pm,aprilran,hi
"August 02, 2015 at 07:13PM",Sunday,Weekend,8am - 4pm,mabfogh,hi
"August 02, 2015 at 07:15PM",Sunday,Weekend,8am - 4pm,annysazonova,hi
"August 02, 2015 at 07:16PM",Sunday,Weekend,8am - 4pm,zouhairhamwi,hi
"August 02, 2015 at 07:16PM",Sunday,Weekend,8am - 4pm,yskak.nursultan,hi
"August 02, 2015 at 07:18PM",Sunday,Weekend,8am - 4pm,kdongukk,hi
"August 02, 2015 at 07:18PM",Sunday,Weekend,8am - 4pm,claudiomolteni,hi
"August 02, 2015 at 08:21PM",Sunday,Weekend,8am - 4pm,rubikovna,hi
"August 02, 2015 at 08:22PM",Sunday,Weekend,8am - 4pm,mundo.de.alicia,hi
"August 02, 2015 at 08:23PM",Sunday,Weekend,8am - 4pm,katerinazhilina,hi
"August 02, 2015 at 08:23PM",Sunday,Weekend,8am - 4pm,bsampaorat,hi
"August 02, 2015 at 08:25PM",Sunday,Weekend,8am - 4pm,alepibl,hi
"August 02, 2015 at 08:26PM",Sunday,Weekend,8am - 4pm,willgeorge93,hi
"August 02, 2015 at 08:27PM",Sunday,Weekend,8am - 4pm,sarahloobishop,hi
"August 02, 2015 at 08:27PM",Sunday,Weekend,8am - 4pm,neungth,hi
"August 02, 2015 at 09:22PM",Sunday,Weekend,8am - 4pm,rouepepinieres,hi
"August 02, 2015 at 09:22PM",Sunday,Weekend,8am - 4pm,explolust,hi
"August 02, 2015 at 10:18PM",Sunday,Weekend,8am - 4pm,jessie0626,hi
"August 02, 2015 at 10:19PM",Sunday,Weekend,8am - 4pm,polinkaleto,hi
"August 02, 2015 at 10:20PM",Sunday,Weekend,8am - 4pm,lylikins,hi
"August 02, 2015 at 10:21PM",Sunday,Weekend,8am - 4pm,martusiasar,hi
"August 02, 2015 at 10:22PM",Sunday,Weekend,8am - 4pm,carlycharlson,hi
"August 02, 2015 at 10:23PM",Sunday,Weekend,8am - 4pm,em_x23,hi
"August 02, 2015 at 10:24PM",Sunday,Weekend,8am - 4pm,aalenakim,hi
"August 02, 2015 at 10:24PM",Sunday,Weekend,8am - 4pm,sweetaja,hi
"August 02, 2015 at 10:25PM",Sunday,Weekend,8am - 4pm,ievgeniirosenblatt,hi
"August 02, 2015 at 10:25PM",Sunday,Weekend,8am - 4pm,aalenakim,hi
"August 02, 2015 at 10:27PM",Sunday,Weekend,8am - 4pm,aalenakim,hi
"August 02, 2015 at 10:27PM",Sunday,Weekend,8am - 4pm,whatwouldmariodo,hi
"August 02, 2015 at 11:20PM",Sunday,Weekend,8am - 4pm,mariaces994,hi
"August 02, 2015 at 11:22PM",Sunday,Weekend,8am - 4pm,anna.orlovaaa,hi
"August 02, 2015 at 11:22PM",Sunday,Weekend,8am - 4pm,andradeotavio,hi
"August 02, 2015 at 11:22PM",Sunday,Weekend,8am - 4pm,kehenderson44,hi
"August 02, 2015 at 11:23PM",Sunday,Weekend,8am - 4pm,ynskckgldl,hi
"August 02, 2015 at 11:23PM",Sunday,Weekend,8am - 4pm,anna.orlovaaa,hi
"August 02, 2015 at 11:24PM",Sunday,Weekend,8am - 4pm,carnetdemode,hi
"August 02, 2015 at 11:24PM",Sunday,Weekend,8am - 4pm,niveksalim,hi
"August 02, 2015 at 11:25PM",Sunday,Weekend,8am - 4pm,matyaskaiser,hi
"August 02, 2015 at 11:26PM",Sunday,Weekend,8am - 4pm,kehenderson44,hi
"August 02, 2015 at 11:27PM",Sunday,Weekend,8am - 4pm,andradeotavio,hi
"August 02, 2015 at 11:28PM",Sunday,Weekend,8am - 4pm,namishaarora,hi
"August 02, 2015 at 11:28PM",Sunday,Weekend,8am - 4pm,zhukovk,hi
"August 03, 2015 at 12:17AM",Sunday,Weekend,8am - 4pm,erinmckechnie,hi
"August 03, 2015 at 12:20AM",Sunday,Weekend,8am - 4pm,shin_jaehee,hi
"August 03, 2015 at 12:21AM",Sunday,Weekend,8am - 4pm,honeylaolao,hi
"August 03, 2015 at 12:21AM",Sunday,Weekend,8am - 4pm,mr_wanderlusting,hi
"August 03, 2015 at 12:21AM",Sunday,Weekend,8am - 4pm,manaschowatanja,hi
"August 03, 2015 at 12:22AM",Sunday,Weekend,8am - 4pm,jessicaborland93,hi
"August 03, 2015 at 12:23AM",Sunday,Weekend,8am - 4pm,worldnomads,hi
"August 03, 2015 at 12:25AM",Sunday,Weekend,8am - 4pm,alicectr,hi
"August 03, 2015 at 12:27AM",Sunday,Weekend,8am - 4pm,katarina.wski,hi
"August 03, 2015 at 12:27AM",Sunday,Weekend,8am - 4pm,katenkoo,hi
"August 03, 2015 at 01:19AM",Sunday,Weekend,8am - 4pm,keiclara,hi
"August 03, 2015 at 01:19AM",Sunday,Weekend,8am - 4pm,omer_fatih_colak,hi
"August 03, 2015 at 01:20AM",Sunday,Weekend,8am - 4pm,rohto.eyestear,hi
"August 03, 2015 at 01:21AM",Sunday,Weekend,8am - 4pm,maahrey,hi
"August 03, 2015 at 01:23AM",Sunday,Weekend,8am - 4pm,tamaranikolicofficial,hi
"August 03, 2015 at 01:24AM",Sunday,Weekend,8am - 4pm,bruna_cord,hi
"August 03, 2015 at 01:24AM",Sunday,Weekend,8am - 4pm,laura_holmnielsen,hi
"August 03, 2015 at 01:25AM",Sunday,Weekend,8am - 4pm,u_memo,hi
"August 03, 2015 at 01:27AM",Sunday,Weekend,8am - 4pm,joannaz610,hi
"August 03, 2015 at 02:25AM",Sunday,Weekend,4pm - 12am,innysik_vladi,hi
"August 03, 2015 at 02:25AM",Sunday,Weekend,4pm - 12am,mkln.brl,hi
"August 03, 2015 at 02:26AM",Sunday,Weekend,4pm - 12am,yejinzo,hi
"August 03, 2015 at 02:26AM",Sunday,Weekend,4pm - 12am,francescoalimena,hi
"August 03, 2015 at 03:28AM",Sunday,Weekend,4pm - 12am,imiracle_m,hi
"August 03, 2015 at 03:28AM",Sunday,Weekend,4pm - 12am,xo_noms,hi
"August 03, 2015 at 04:23AM",Sunday,Weekend,4pm - 12am,oragedacier,hi
"August 03, 2015 at 04:24AM",Sunday,Weekend,4pm - 12am,jessikawarren,hi
"August 03, 2015 at 04:24AM",Sunday,Weekend,4pm - 12am,chaima.frs,hi
"August 03, 2015 at 04:24AM",Sunday,Weekend,4pm - 12am,ddeal17,hi
"August 03, 2015 at 04:24AM",Sunday,Weekend,4pm - 12am,sr.figueiredo,hi
"August 03, 2015 at 05:24AM",Sunday,Weekend,4pm - 12am,memoirs.of.a.geishaa,hi
"August 03, 2015 at 05:24AM",Sunday,Weekend,4pm - 12am,eonsrud,hi
"August 03, 2015 at 05:26AM",Sunday,Weekend,4pm - 12am,elyalive4l,hi
"August 03, 2015 at 05:26AM",Sunday,Weekend,4pm - 12am,veronicagugliotta,hi
"August 03, 2015 at 05:26AM",Sunday,Weekend,4pm - 12am,anastasiagorovets,hi
"August 03, 2015 at 05:28AM",Sunday,Weekend,4pm - 12am,loveansleyx,hi
"August 03, 2015 at 05:29AM",Sunday,Weekend,4pm - 12am,cincinati,hi
"August 03, 2015 at 05:29AM",Sunday,Weekend,4pm - 12am,faisalibrah,hi
"August 03, 2015 at 05:29AM",Sunday,Weekend,4pm - 12am,ladyannaramos,hi
"August 03, 2015 at 06:22AM",Sunday,Weekend,4pm - 12am,ourson_tatoo,hi
"August 03, 2015 at 06:24AM",Sunday,Weekend,4pm - 12am,vancityfoodster,hi
"August 03, 2015 at 06:25AM",Sunday,Weekend,4pm - 12am,its_prettylicious,hi
"August 03, 2015 at 06:25AM",Sunday,Weekend,4pm - 12am,ye_r,hi
"August 03, 2015 at 06:26AM",Sunday,Weekend,4pm - 12am,snmlt423,hi
"August 03, 2015 at 07:24AM",Sunday,Weekend,4pm - 12am,mouza_sa,hi
"August 03, 2015 at 07:24AM",Sunday,Weekend,4pm - 12am,brandonliangtruth,hi
"August 03, 2015 at 07:25AM",Sunday,Weekend,4pm - 12am,elinair14,hi
"August 03, 2015 at 07:26AM",Sunday,Weekend,4pm - 12am,alsaffarstyle,hi
"August 03, 2015 at 07:26AM",Sunday,Weekend,4pm - 12am,naufkhoury,hi
"August 03, 2015 at 07:26AM",Sunday,Weekend,4pm - 12am,dvigil,hi
"August 03, 2015 at 07:27AM",Sunday,Weekend,4pm - 12am,yovecm,hi
"August 03, 2015 at 07:27AM",Sunday,Weekend,4pm - 12am,alameri71a,hi
"August 03, 2015 at 07:27AM",Sunday,Weekend,4pm - 12am,bent_mneef,hi
"August 03, 2015 at 07:27AM",Sunday,Weekend,4pm - 12am,oliceane,hi
"August 03, 2015 at 07:27AM",Sunday,Weekend,4pm - 12am,ebrualtunn,hi
"August 03, 2015 at 07:28AM",Sunday,Weekend,4pm - 12am,carlienebraganca,hi
"August 03, 2015 at 07:28AM",Sunday,Weekend,4pm - 12am,aelitarustemovna,hi
"August 09, 2015 at 10:39AM",Sunday,Weekend,12am - 8am,lenasmoluninova,hi
"August 09, 2015 at 10:40AM",Sunday,Weekend,12am - 8am,dione_matsumoto,hi
"August 09, 2015 at 10:41AM",Sunday,Weekend,12am - 8am,demibest,hi
"August 09, 2015 at 10:41AM",Sunday,Weekend,12am - 8am,lenasmoluninova,hi
"August 09, 2015 at 10:42AM",Sunday,Weekend,12am - 8am,lenasmoluninova,hi
"August 09, 2015 at 10:42AM",Sunday,Weekend,12am - 8am,lasanches23,hi
"August 09, 2015 at 10:42AM",Sunday,Weekend,12am - 8am,avatarantino26,hi
"August 09, 2015 at 11:34AM",Sunday,Weekend,12am - 8am,veronique_bougie,hi
"August 09, 2015 at 11:34AM",Sunday,Weekend,12am - 8am,krisyagodina,hi
"August 09, 2015 at 11:35AM",Sunday,Weekend,12am - 8am,francesa16,hi
"August 09, 2015 at 11:35AM",Sunday,Weekend,12am - 8am,_sayxno_,hi
"August 09, 2015 at 11:35AM",Sunday,Weekend,12am - 8am,yakosslokoss,hi
"August 09, 2015 at 11:37AM",Sunday,Weekend,12am - 8am,alexandraaddon,hi
"August 09, 2015 at 11:39AM",Sunday,Weekend,12am - 8am,elliekurttz,hi
"August 09, 2015 at 11:40AM",Sunday,Weekend,12am - 8am,dionathansantos,hi
"August 09, 2015 at 11:41AM",Sunday,Weekend,12am - 8am,_sayxno_,hi
"August 09, 2015 at 11:41AM",Sunday,Weekend,12am - 8am,emerowens37,hi
"August 09, 2015 at 12:25PM",Sunday,Weekend,12am - 8am,michael_rimb,hi
"August 09, 2015 at 12:31PM",Sunday,Weekend,12am - 8am,amy_holbrook14,hi
"August 09, 2015 at 12:33PM",Sunday,Weekend,12am - 8am,hey_sol.k,hi
"August 09, 2015 at 12:34PM",Sunday,Weekend,12am - 8am,lamyan,hi
"August 09, 2015 at 12:36PM",Sunday,Weekend,12am - 8am,jujuvion,hi
"August 09, 2015 at 12:38PM",Sunday,Weekend,12am - 8am,pame_aranguiz,hi
"August 09, 2015 at 12:40PM",Sunday,Weekend,12am - 8am,iamkoara,hi
"August 09, 2015 at 12:41PM",Sunday,Weekend,12am - 8am,image_amplified,hi
"August 09, 2015 at 12:41PM",Sunday,Weekend,12am - 8am,nessummer,hi
"August 09, 2015 at 12:41PM",Sunday,Weekend,12am - 8am,thiarafarias,hi
"August 09, 2015 at 01:20PM",Sunday,Weekend,12am - 8am,tonyliu_,hi
"August 09, 2015 at 01:26PM",Sunday,Weekend,12am - 8am,chris_casual,hi
"August 09, 2015 at 01:27PM",Sunday,Weekend,12am - 8am,ferrblanc,hi
"August 09, 2015 at 01:27PM",Sunday,Weekend,12am - 8am,iamnicolaz,hi
"August 09, 2015 at 01:31PM",Sunday,Weekend,12am - 8am,shellylonglegs,hi
"August 09, 2015 at 01:35PM",Sunday,Weekend,12am - 8am,irisho11,hi
"August 09, 2015 at 01:38PM",Sunday,Weekend,12am - 8am,by.samantha,hi
"August 09, 2015 at 01:39PM",Sunday,Weekend,12am - 8am,serendifit,hi
"August 09, 2015 at 01:42PM",Sunday,Weekend,12am - 8am,nessummer,hi
"August 09, 2015 at 01:55PM",Sunday,Weekend,12am - 8am,melissapagliaro,hi
"August 09, 2015 at 02:11PM",Sunday,Weekend,12am - 8am,rafinhabethania,hi
"August 09, 2015 at 02:17PM",Sunday,Weekend,12am - 8am,mayyyyt,hi
"August 09, 2015 at 02:30PM",Sunday,Weekend,12am - 8am,minn_sancho,hi
"August 09, 2015 at 02:30PM",Sunday,Weekend,12am - 8am,httperfection,hi
"August 09, 2015 at 02:34PM",Sunday,Weekend,12am - 8am,minn_sancho,hi
"August 09, 2015 at 02:38PM",Sunday,Weekend,12am - 8am,jamesdici,hi
"August 09, 2015 at 02:43PM",Sunday,Weekend,12am - 8am,juampyvegan,hi
"August 09, 2015 at 07:33PM",Sunday,Weekend,8am - 4pm,s.wemyss,hi
"August 09, 2015 at 07:33PM",Sunday,Weekend,8am - 4pm,jmlpyt,hi
"August 09, 2015 at 07:36PM",Sunday,Weekend,8am - 4pm,malellaaa,hi
"August 09, 2015 at 07:40PM",Sunday,Weekend,8am - 4pm,michsweets,hi
"August 09, 2015 at 07:40PM",Sunday,Weekend,8am - 4pm,freepy,hi
"August 09, 2015 at 07:40PM",Sunday,Weekend,8am - 4pm,smirkyd,hi
"August 09, 2015 at 07:41PM",Sunday,Weekend,8am - 4pm,alena_gem,hi
"August 09, 2015 at 07:41PM",Sunday,Weekend,8am - 4pm,mduckworth90,hi
"August 09, 2015 at 07:42PM",Sunday,Weekend,8am - 4pm,kagansvn94,hi
"August 09, 2015 at 08:40PM",Sunday,Weekend,8am - 4pm,lisannede_bruijn,hi
"August 09, 2015 at 08:40PM",Sunday,Weekend,8am - 4pm,ekaterina_dubrovina,hi
"August 09, 2015 at 08:41PM",Sunday,Weekend,8am - 4pm,taylorjademaree,hi
"August 09, 2015 at 08:41PM",Sunday,Weekend,8am - 4pm,artemiy_rozhetskin,hi
"August 09, 2015 at 08:42PM",Sunday,Weekend,8am - 4pm,mgx.claes,hi
"August 09, 2015 at 08:44PM",Sunday,Weekend,8am - 4pm,ayomichai,hi
"August 09, 2015 at 09:44PM",Sunday,Weekend,8am - 4pm,maxima_ny,hi
"August 09, 2015 at 09:45PM",Sunday,Weekend,8am - 4pm,anldl,hi
"August 09, 2015 at 09:47PM",Sunday,Weekend,8am - 4pm,gamzetulukcu,hi
"August 09, 2015 at 09:48PM",Sunday,Weekend,8am - 4pm,ryusuke.hayashi,hi
"August 09, 2015 at 09:48PM",Sunday,Weekend,8am - 4pm,lucasmateusd,hi
"August 09, 2015 at 09:56PM",Sunday,Weekend,8am - 4pm,irwin_ki,hi
"August 09, 2015 at 11:05PM",Sunday,Weekend,8am - 4pm,wafa_37i,hi
"August 09, 2015 at 11:06PM",Sunday,Weekend,8am - 4pm,paris__hs,hi
"August 09, 2015 at 11:06PM",Sunday,Weekend,8am - 4pm,mehhh10,hi
"August 09, 2015 at 11:07PM",Sunday,Weekend,8am - 4pm,skypuppet,hi
"August 09, 2015 at 11:08PM",Sunday,Weekend,8am - 4pm,balajadiarra,hi
"August 09, 2015 at 11:09PM",Sunday,Weekend,8am - 4pm,paoliirios,hi
"August 09, 2015 at 11:10PM",Sunday,Weekend,8am - 4pm,kevinlaclautre,hi
"August 09, 2015 at 11:11PM",Sunday,Weekend,8am - 4pm,kadiri.ahmed_7,hi
"August 09, 2015 at 11:13PM",Sunday,Weekend,8am - 4pm,kevinlaclautre,hi
"August 09, 2015 at 11:14PM",Sunday,Weekend,8am - 4pm,atlantadogwizard,hi
"August 09, 2015 at 11:15PM",Sunday,Weekend,8am - 4pm,polly_sto,hi
"August 09, 2015 at 11:19PM",Sunday,Weekend,8am - 4pm,scampithesuperficialkid,hi
"August 10, 2015 at 12:10AM",Sunday,Weekend,8am - 4pm,mimionthewire,hi
"August 10, 2015 at 12:11AM",Sunday,Weekend,8am - 4pm,kevinlaclautre,hi
"August 10, 2015 at 12:14AM",Sunday,Weekend,8am - 4pm,juliorodrigue,hi
"August 10, 2015 at 12:15AM",Sunday,Weekend,8am - 4pm,wahiba2marseille,hi
"August 10, 2015 at 12:16AM",Sunday,Weekend,8am - 4pm,nielsvwijngaarden,hi
"August 10, 2015 at 12:16AM",Sunday,Weekend,8am - 4pm,planet101,hi
"August 10, 2015 at 12:17AM",Sunday,Weekend,8am - 4pm,lissymurrin,hi
"August 10, 2015 at 12:17AM",Sunday,Weekend,8am - 4pm,traveling_newlyweds,hi
"August 10, 2015 at 01:14AM",Sunday,Weekend,8am - 4pm,nataliablaszkowska,hi
"August 10, 2015 at 01:14AM",Sunday,Weekend,8am - 4pm,pinochet_ka,hi
"August 10, 2015 at 01:15AM",Sunday,Weekend,8am - 4pm,posh_mihrab,hi
"August 10, 2015 at 01:16AM",Sunday,Weekend,8am - 4pm,amone.chk,hi
"August 10, 2015 at 01:16AM",Sunday,Weekend,8am - 4pm,issiagadinho,hi
"August 10, 2015 at 01:17AM",Sunday,Weekend,8am - 4pm,berrin_gurler,hi
"August 10, 2015 at 01:18AM",Sunday,Weekend,8am - 4pm,amone.chk,hi
"August 10, 2015 at 01:18AM",Sunday,Weekend,8am - 4pm,mpcyp,hi
"August 10, 2015 at 01:18AM",Sunday,Weekend,8am - 4pm,iiisahernandez,hi
"August 10, 2015 at 03:16AM",Sunday,Weekend,4pm - 12am,sakhralghamdi,hi
"August 10, 2015 at 03:16AM",Sunday,Weekend,4pm - 12am,alexandra.voss,hi
"August 10, 2015 at 03:17AM",Sunday,Weekend,4pm - 12am,ppagotto1972,hi
"August 10, 2015 at 04:18AM",Sunday,Weekend,4pm - 12am,karensziitaa,hi
"August 10, 2015 at 04:18AM",Sunday,Weekend,4pm - 12am,ars3107,hi
"August 10, 2015 at 04:19AM",Sunday,Weekend,4pm - 12am,kev__iiiin,hi
"August 10, 2015 at 04:19AM",Sunday,Weekend,4pm - 12am,theo_bayssat,hi
"August 10, 2015 at 04:20AM",Sunday,Weekend,4pm - 12am,sara.vanilla,hi
"August 10, 2015 at 04:22AM",Sunday,Weekend,4pm - 12am,catalina_rdj,hi
"August 10, 2015 at 04:22AM",Sunday,Weekend,4pm - 12am,_s.3_,hi
"August 10, 2015 at 05:14AM",Sunday,Weekend,4pm - 12am,josemorenor96,hi
"August 10, 2015 at 05:14AM",Sunday,Weekend,4pm - 12am,sergeeva1989anna,hi
"August 10, 2015 at 06:16AM",Sunday,Weekend,4pm - 12am,margoc75,hi
"August 10, 2015 at 06:16AM",Sunday,Weekend,4pm - 12am,neytiri_m,hi
"August 10, 2015 at 06:16AM",Sunday,Weekend,4pm - 12am,sula525,hi
"August 10, 2015 at 06:17AM",Sunday,Weekend,4pm - 12am,danielka__m,hi
"August 10, 2015 at 06:18AM",Sunday,Weekend,4pm - 12am,1000rocha,hi
"August 10, 2015 at 06:19AM",Sunday,Weekend,4pm - 12am,alexeykapelka,hi
"August 10, 2015 at 06:20AM",Sunday,Weekend,4pm - 12am,maggs_og,hi
"August 10, 2015 at 06:21AM",Sunday,Weekend,4pm - 12am,zane_yao,hi
"August 10, 2015 at 06:21AM",Sunday,Weekend,4pm - 12am,mattiabollini,hi
"August 10, 2015 at 06:21AM",Sunday,Weekend,4pm - 12am,arkhipov005,hi
"August 10, 2015 at 07:20AM",Sunday,Weekend,4pm - 12am,feerbonilla,hi
"August 10, 2015 at 07:20AM",Sunday,Weekend,4pm - 12am,ileana___1996,hi
"August 10, 2015 at 07:20AM",Sunday,Weekend,4pm - 12am,dyass_dyass,hi
"August 10, 2015 at 07:20AM",Sunday,Weekend,4pm - 12am,denooos,hi
"August 10, 2015 at 07:21AM",Sunday,Weekend,4pm - 12am,marcinkoko,hi
"August 10, 2015 at 07:21AM",Sunday,Weekend,4pm - 12am,xjamilae,hi
"August 10, 2015 at 07:22AM",Sunday,Weekend,4pm - 12am,bismildin,hi
"August 10, 2015 at 07:22AM",Sunday,Weekend,4pm - 12am,cbrooksie1,hi
"August 10, 2015 at 07:22AM",Sunday,Weekend,4pm - 12am,renatadiasrocha,hi
"August 10, 2015 at 08:18AM",Sunday,Weekend,4pm - 12am,hanhan_bbbb,hi
"August 10, 2015 at 08:19AM",Sunday,Weekend,4pm - 12am,malika_220,hi
"August 10, 2015 at 08:19AM",Sunday,Weekend,4pm - 12am,thehungryboy,hi
"August 10, 2015 at 08:19AM",Sunday,Weekend,4pm - 12am,benjapenayo,hi
"August 10, 2015 at 08:19AM",Sunday,Weekend,4pm - 12am,mrbrianfairbanks,hi
"August 10, 2015 at 09:17AM",Sunday,Weekend,4pm - 12am,lily_luchow,hi
"August 10, 2015 at 09:17AM",Sunday,Weekend,4pm - 12am,cimpoeruchristina,hi
"August 10, 2015 at 09:18AM",Sunday,Weekend,4pm - 12am,andymace82,hi
"August 10, 2015 at 09:19AM",Sunday,Weekend,4pm - 12am,mattkbegbie,hi
"August 10, 2015 at 09:19AM",Sunday,Weekend,4pm - 12am,la_marvilla,hi
"August 10, 2015 at 09:19AM",Sunday,Weekend,4pm - 12am,mariannaa0009,hi
"August 10, 2015 at 09:20AM",Sunday,Weekend,4pm - 12am,ania_czlonkowska,hi
"August 16, 2015 at 10:49AM",Sunday,Weekend,12am - 8am,asitgoesround,hi
"August 16, 2015 at 10:49AM",Sunday,Weekend,12am - 8am,mahsamraza,hi
"August 16, 2015 at 11:42AM",Sunday,Weekend,12am - 8am,lexie_0217,hi
"August 16, 2015 at 11:45AM",Sunday,Weekend,12am - 8am,harupoooooo,hi
"August 16, 2015 at 11:48AM",Sunday,Weekend,12am - 8am,bessho_20,hi
"August 16, 2015 at 11:49AM",Sunday,Weekend,12am - 8am,alassanediatta,hi
"August 16, 2015 at 11:49AM",Sunday,Weekend,12am - 8am,himynameistavo,hi
"August 16, 2015 at 11:52AM",Sunday,Weekend,12am - 8am,ospankrateva,hi
"August 16, 2015 at 11:52AM",Sunday,Weekend,12am - 8am,alassanediatta,hi
"August 16, 2015 at 12:37PM",Sunday,Weekend,12am - 8am,diario15anos,hi
"August 16, 2015 at 02:06PM",Sunday,Weekend,12am - 8am,lilisian,hi
"August 16, 2015 at 02:11PM",Sunday,Weekend,12am - 8am,itboybrandon,hi
"August 16, 2015 at 02:16PM",Sunday,Weekend,12am - 8am,_hanyuju,hi
"August 16, 2015 at 02:23PM",Sunday,Weekend,12am - 8am,seda_bhr_ylmz,hi
"August 16, 2015 at 02:26PM",Sunday,Weekend,12am - 8am,henriquebgaio,hi
"August 16, 2015 at 02:27PM",Sunday,Weekend,12am - 8am,kat_hearne,hi
"August 16, 2015 at 02:35PM",Sunday,Weekend,12am - 8am,ximeetree,hi
"August 16, 2015 at 02:50PM",Sunday,Weekend,12am - 8am,starzz_align,hi
"August 16, 2015 at 02:55PM",Sunday,Weekend,12am - 8am,qaisi_photo,hi
"August 16, 2015 at 03:02PM",Sunday,Weekend,12am - 8am,hxmsi_,hi
"August 16, 2015 at 03:23PM",Sunday,Weekend,12am - 8am,lenaprokofyeva,hi
"August 16, 2015 at 03:29PM",Sunday,Weekend,12am - 8am,eli_a_nita,hi
